video id,initial time,final time,question,answer
makIgB4X3q8,58.2,77.85,the girl brushes her teeth and spit in the [blank] .,sink
reEjJfSUGa8,153.72,218.04,four bikers raced and jumped over the [blank] .,ramps
reEjJfSUGa8,153.72,218.04,[blank] bikers raced and jumped over the ramps .,four
reEjJfSUGa8,153.72,218.04,"four bikers raced and jumped over the ramps , the biker in [blank] is leading in the race .",white
Lt6waJFJWI0,0,15.92,the players are holding a flat [blank] and running towards the balls .,bat
Lt6waJFJWI0,1.59,14.65,the players bounced the [blank] on the bat .,balls
Lt6waJFJWI0,9.24,14.65,the [blank] fall on the ground .,ball
Lt6waJFJWI0,9.24,14.65,"the girl in [blank] jacket bounced the ball on her bat and she walked forward , but the ball fall on the ground .",blue
Lt6waJFJWI0,15.29,21.02,a girl in the black vest is picking up the [blank] from the ground using her bat .,ball
Lt6waJFJWI0,15.29,21.02,a girl in the [blank] vest is picking up the ball from the ground using her bat .,black
Lt6waJFJWI0,15.29,21.02,a girl in the black [blank] is picking up the ball from the ground using her bat .,vest
Lt6waJFJWI0,21.66,28.98,[blank] girls walked normally without chasing the balls .,two
esZMkzlZiuY,42.87,64.95,the [blank] is passed another to score a goal .,ball
aRZd3O6-PKw,12.24,40.13,"after about three strings , he moves and gives the [blank] to a young girl with a grey and black dress on .",stick
A_Rh4tMM2xY,4.21,182.25,there are [blank] kids on the swing set while two old ladies standing beside them swinging them .,two
A_Rh4tMM2xY,48.46,115.88,"the old lady in purple continues to swing the boy , while the old lady in pink top stood and rest her back on the [blank] bar of the swing .",red
A_Rh4tMM2xY,189.63,210.7,the littler girl near the bench sat to pick up something from the [blank] ground .,blue
cjS2B52jBbU,0,7.88,a man wearing [blank] is on a stage .,glasses
2wC0d2XUses,0,16.53,[blank] kids are seen playing a game of shuffleboard on the side of a boat while the camera watches .,two
9DIDpTlfBWs,30.16,110.86,the man then mixes various [blank] together .,ingredients
9DIDpTlfBWs,30.16,110.86,finally putting the [blank] on the stove top .,ingredients
9DIDpTlfBWs,120.64,163.03,he finishes the [blank] by making an omelette and serves it on a plate and cuts it up .,plate
9uieGqu2TYA,226.67,232.48,the last man on the parallel bars seems to be practicing in a [blank] with no large group of spectators looking on .,gym
zJNYqTVWqyY,6.11,35.65,a person wets the [blank] and puts [blank] on it .,shampoo
zJNYqTVWqyY,93.72,102.88,they stand the [blank] up and wash him .,dog
zJNYqTVWqyY,126.31,182.34,they rinse the [blank] off the dog .,soap
zJNYqTVWqyY,178.27,203.73,we see the wet little [blank] from above .,dog
pi2AaadXnnI,0,144.96,a woman is cleaning [blank] on a table .,clothes
pi2AaadXnnI,87.7,106.55,she picks up a brush and scrubs the [blank] .,clothing
pi2AaadXnnI,136.99,144.96,she picks up the [blank] and sets it next to her .,clothing
MinmayCk2Nk,9.08,10.82,the man mounts the pommel [blank] and spins his legs around it .,horse
JB3h1trZ1cE,79.23,100.39,a man turns around while water skiing and holds the [blank] with his foot .,rope
xootaiXcXZw,0,85.95,[blank] men are doing capoeira surrounded by a circle of people .,two
xootaiXcXZw,79.93,85.95,they shake hands and leave the [blank] allowing two other men to enter the circle .,circle
xootaiXcXZw,79.93,85.95,they shake hands and leave the circle allowing [blank] other men to enter the circle .,two
xootaiXcXZw,85.95,88.53,a man in blue and a man in [blank] greet each other in the middle of the circle .,gray
xootaiXcXZw,88.53,171.9,the other [blank] men begin to perform capoeira for the crowd .,two
xwu60huH3ds,0,1.76,we see a dark [blank] screen .,opening
xwu60huH3ds,78.54,84.72,we see a large black [blank] being blow dried .,dog
xwu60huH3ds,78.54,84.72,we see a large [blank] dog being blow dried .,black
xwu60huH3ds,171.2,176.5,we see [blank] dark ending screens .,two
2WKy0FvMtCM,0,8.65,` a [blank] is shown on a plate .,cookie
2WKy0FvMtCM,13.46,64.42,[blank] are being added to a glass bowl and being mixed together .,ingredients
2WKy0FvMtCM,64.42,70.18,chocolate [blank] are added to the dough .,chips
2WKy0FvMtCM,72.11,94.22,the [blank] is flattened out onto a cookie sheet .,dough
2WKy0FvMtCM,118.26,141.33,[blank] are placed on top of the cookie .,candies
2WKy0FvMtCM,148.06,154.79,the [blank] is cut and placed on a plate .,cookie
2WKy0FvMtCM,157.67,174.02,a [blank] is shown eating the cookie .,fork
wZZUcxhISyE,0.93,6.17,a woman is sitting in a [blank] .,booth
5rlLaok_U5M,0,68.29,[blank] teams compete in a badminton game in gymnasium .,two
6GIWY4-491k,93.5,119.93,he uses a bait to fish and catches a mid size gray [blank] .,fish
6GIWY4-491k,93.5,119.93,he uses a bait to fish and catches a mid size [blank] fish .,gray
6GIWY4-491k,119.93,138.22,he shows the two [blank] that he has caught .,fish
6GIWY4-491k,119.93,138.22,he shows the [blank] fish that he has caught .,two
6GIWY4-491k,138.22,153.47,then he puts his fishing [blank] in a hole in the lake and continues fishing .,net
6GIWY4-491k,153.47,171.76,he catches another dark gray [blank] and tosses it in his box .,fish
6GIWY4-491k,153.47,171.76,he catches another dark [blank] fish and tosses it in his box .,gray
6GIWY4-491k,153.47,171.76,he catches another dark gray fish and tosses it in his [blank] .,box
6GIWY4-491k,171.76,185.99,he continues fishing and catches more [blank] in that same hole .,fish
6GIWY4-491k,185.99,195.14,he collects the fish in a [blank] bucket .,white
6GIWY4-491k,185.99,195.14,he collects the fish in a white [blank] .,bucket
Lx_FcKpTZIw,38.2,63.67,she rinses her hands off in the [blank] .,sink
Lx_FcKpTZIw,67.91,77.17,she grabs a paper [blank] and dries her hands .,towel
5N-PfYLyCpI,0,11.02,several people are hitting an [blank] with sticks .,instrument
5N-PfYLyCpI,15.26,27.13,[blank] men do flips in front of each other .,two
CP9NQpJD0-Y,0,42.82,a man sits in a [blank] and discusses .,room
CP9NQpJD0-Y,20.92,42.82,the man holds up a [blank] cup while talking .,coffee
xBGgX2PqAo8,0,1.19,a man sets up a camera in a [blank] .,bar
xBGgX2PqAo8,18.96,220.42,the man shoots [blank] alone .,pool
pvFviIF1VGc,17.15,46.25,she adds [blank] from three bottles .,liquors
l9XzNcLiMKc,36.75,105.66,they pour [blank] into a large bowl and mix it together .,ingredients
JZ9mgVXPD-I,0,50.81,a young man plays [blank] on a stage with lights dancing in the background .,drums
lSbbzsOjwno,19.08,55.31,she pours more [blank] onto the dog and drags him over and leads into pictures of the dog all cleaned .,soap
Vh8RINfopdk,14.82,49.86,a person applies [blank] designs to a red fingernail on a plastic hand with a flexible black limb labeled `` nail trainer '' .,paint
Vh8RINfopdk,14.82,49.86,a person applies paint designs to a [blank] fingernail on a plastic hand with a flexible black limb labeled `` nail trainer '' .,red
Vh8RINfopdk,14.82,49.86,a person applies paint designs to a red fingernail on a plastic hand with a flexible [blank] limb labeled `` nail trainer '' .,black
Vh8RINfopdk,0.85,14.53,a [blank] plastic hand with a black plastic arm appears with white fingernail tips and red fingernails .,brown
Vh8RINfopdk,0.85,14.53,a brown plastic hand with a [blank] plastic arm appears with white fingernail tips and red fingernails .,black
Vh8RINfopdk,0.85,14.53,a brown plastic hand with a black plastic arm appears with [blank] fingernail tips and red fingernails .,white
Vh8RINfopdk,0.85,14.53,a brown plastic hand with a black plastic arm appears with white fingernail tips and [blank] fingernails .,red
Vh8RINfopdk,15.1,49.57,a person 's real hand appears and begins to apply [blank] designs on one of the red fingernails on the plastic hand .,white
Vh8RINfopdk,15.1,49.57,a person 's real hand appears and begins to apply white designs on one of the [blank] fingernails on the plastic hand .,red
Vh8RINfopdk,50.14,56.98,the scene then fades to a closeup of one finished [blank] fingernail with a complete white design from the plastic hand .,red
Vh8RINfopdk,50.14,56.98,the scene then fades to a closeup of one finished red fingernail with a complete [blank] design from the plastic hand .,white
vu65aIIJHtU,5.94,8.58,[blank] are driving on a road .,cars
vu65aIIJHtU,77.9,83.18,people get back into their car and put the [blank] on top of the car .,snowboard
ZoKode_Gexg,9.32,42.07,she is washing dishes in the [blank] and talking to the person with the camera .,sink
xE43h7Kd9Oc,0,59.3,[blank] boys are standing in a living room next to a tree and begin taking ornaments out of two plastic bins and decorating the tree .,two
xE43h7Kd9Oc,85.17,133.69,"after , the boys receive help from a male and puts the [blank] topper on .",tree
wfc_R5VnoHU,0,2.1,[blank] people in scuba gear stand on the ledge of a platform while two other people watch from a platform above .,two
wfc_R5VnoHU,2.29,6.49,the [blank] people in scuba gear jump in the water .,two
wfc_R5VnoHU,6.68,12.6,[blank] person in scuba gear holds on to the other person in scuba gear and does something to her tank .,one
wfc_R5VnoHU,12.79,14.7,[blank] person pushes the other one away .,one
oEdRUyN6Kfo,0,3.32,a large black dog and a little girl in a white blouse carries [blank] hoolahoops in the living room .,two
oEdRUyN6Kfo,0,3.32,a large [blank] dog and a little girl in a white blouse carries two hoolahoops in the living room .,black
oEdRUyN6Kfo,0,3.32,a large black dog and a little girl in a [blank] blouse carries two hoolahoops in the living room .,white
oEdRUyN6Kfo,0,3.32,a large black dog and a little girl in a white [blank] carries two hoolahoops in the living room .,blouse
oEdRUyN6Kfo,3.32,19.28,the little girl holds a hoola [blank] in front of the dog .,hoop
oEdRUyN6Kfo,3.32,19.28,the [blank] walks through the hoolahoop .,dog
oEdRUyN6Kfo,19.28,31.93,the little girl spins the other hoola [blank] around her waste and spins it 10 or 12 times .,hoop
oEdRUyN6Kfo,31.93,41.47,the little girl walks up to the [blank] dog and lets the dog lick her hand .,black
SBJWn8AjK-4,0,9.65,[blank] boys are shown walking in a playground .,five
SBJWn8AjK-4,52.16,60.3,"for the finale , all [blank] guys get onto the swings and perform a back flip .",five
srSwfib_ogk,18.2,20.23,she does [blank] as part of her routine .,cartwheels
srSwfib_ogk,86.3,88.99,"she drops the [blank] , but picks it back up and continues with the routine .",baton
NO5J7RjTTTo,0,42.91,[blank] boys at a young age are playing fooseball with each other .,two
NO5J7RjTTTo,6.1,11.76,one grab the [blank] and puts it back into play .,ball
WiJMIl5Tp3A,2.52,24.36,are a few girls doing gymnastics in a [blank] .,gym
WiJMIl5Tp3A,24.36,28.56,there 's a young girl wearing an athletic [blank] top .,tank
WiJMIl5Tp3A,24.36,28.56,[blank] doing back flips in her backyard .,shorts
WiJMIl5Tp3A,24.36,28.56,'s a young girl wearing an athletic tank top and shorts doing back flips in her [blank] .,backyard
P0A0rMgjXGQ,20.62,72.95,a man is measuring and cutting [blank] while kneeling .,carpet
P0A0rMgjXGQ,72.95,124.5,the man adds a [blank] and puts a tool in the seam .,strip
P0A0rMgjXGQ,72.95,124.5,the man adds a strip and puts a tool in the [blank] .,seam
P0A0rMgjXGQ,125.29,144.32,the man runs a [blank] item over the seam repeatedly then stands .,black
IYbnF7LM2II,4.18,53.65,[blank] men are seen running around an enclosed room holding tennis rackets and hitting a ball around the room .,two
pS-BoCsMcpQ,21.04,50.63,they stop and get a in a circle in the [blank] and start throwing the ball between each other .,pool
ktYgm8bRK-g,0,6.81,a woman begins walking down a cobble stone sidewalk with [blank] boots and then she is seen twirling a hula hoop .,brown
zLbSEo4xhVY,152.23,160.24,the outro [blank] begins .,clip
dsgQVrJi71g,4.93,84.35,a man plugs a mowing [blank] .,machine
dsgQVrJi71g,4.93,84.35,he pushes the [blank] to cut the grass in a backyard .,mower
dsgQVrJi71g,4.93,84.35,"a man plugs a mowing machine , then he pushes the mower to cut the grass in a [blank] .",backyard
lcwR7eA-VOY,0,80.85,[blank] wrestlers are up on a ring arguing .,two
I2Ctmi7C56k,0.73,48.86,[blank] little boys rake leaves in a backyard while a little girl watches and walks with them as they rake .,two
I2Ctmi7C56k,0.73,48.86,two little boys rake leaves in a [blank] while a little girl watches and walks with them as they rake .,backyard
I2Ctmi7C56k,0.73,3.42,the [blank] little boys rake leaves with red handled rakes and a little girl watches them and hangs around while they rake .,two
I2Ctmi7C56k,6.35,21.98,the [blank] boys start raking to the right of the lawn .,two
lMYtmGRAn8k,53.31,111.65,a person is jumping [blank] on a white mat .,rope
lMYtmGRAn8k,53.31,111.65,a person is jumping rope on a [blank] mat .,white
lMYtmGRAn8k,111.65,146.86,a man is kneeling down on the ground in front of a [blank] table .,red
i2e67kStfk4,18.55,23.34,"[blank] stand on the floor , then walks .",land
EkwX8Swnut8,21.97,47.42,the [blank] travels down a winding highway as the camera pans between the people talking at the time .,car
BfTjydFBQJU,1.36,28.13,a small group of people are seen standing in a [blank] with a man leading in front .,gym
Q159fj3M9NM,0,15.22,"a gymnast runs , then flips several times down an indoor [blank] .",track
Q159fj3M9NM,19.37,114.86,"other girls follow [blank] , flipping quickly as they go .",suit
YJxqF6aSs7s,16.92,67.69,"he goes through tunnels , walks along bridges , and stands over [blank] .",cliffs
YJxqF6aSs7s,69.9,116.25,he drives down a road and records rafting on a [blank] water river .,white
GTV4XlxawgE,0,32.51,man is running in a roofed [blank] and doing a high jump .,gym
GTV4XlxawgE,32.51,55.67,man is doing a somersault in a roofed [blank] .,gym
GTV4XlxawgE,48.28,55.67,[blank] woman are standing in the gym by the jumping man .,two
GTV4XlxawgE,48.28,55.67,two woman are standing in the [blank] by the jumping man .,gym
bRVazNYfpGE,8.52,22.25,there 's a girl gymnast dressed in [blank] leotards doing flips on a horse bar in a large indoor stadium filled with spectators .,purple
bRVazNYfpGE,43.07,81.89,she walks the entire [blank] bar and then finally jumps off the [blank] bar to successfully end her round .,horse
WxefBZ7Iaow,0,17.43,a blue [blank] is shown .,raft
WxefBZ7Iaow,0,17.43,a [blank] raft is shown and a group of people are shown throwing them up in a pile .,blue
U8SmnfsEzOc,0,189.22,a man is taking a [blank] apart on a subway .,bicycle
U8SmnfsEzOc,153.27,169.35,he is putting a [blank] back on the bike .,tire
lsIiSTG2pn4,0,41.61,ladies are playing volley [blank] outside .,ball
lsIiSTG2pn4,22.68,27.67,a female hits the [blank] twice .,ball
js9SDSngI7A,68.57,82.17,"then , [blank] more boys run to practice the same steps .",three
js9SDSngI7A,79.9,81.6,a young man wearing a [blank] t-shirt practice basketball on the other basketball goal .,yellow
UYUvjnlU9Ho,0,202.83,are some people playing croquet in their [blank] that is covered with fall leaves .,backyard
UYUvjnlU9Ho,9.13,23.33,they use their wooden [blank] to hit the ball down the wooden boards .,mallet
UYUvjnlU9Ho,27.38,31.44,one of the teens wearing a [blank] shirt pretends his mallet is a guitar and plays it .,yellow
UYUvjnlU9Ho,56.79,75.05,the teen in the [blank] shirt plays with the black and white cat .,yellow
UYUvjnlU9Ho,69.98,124.74,one of the teen pose and aims to hit the ball with his mallet while the [blank] other teens watch him .,two
UYUvjnlU9Ho,168.35,202.83,one of the teens then just drops his [blank] down while the two other teens give each other high fives .,mallet
UYUvjnlU9Ho,168.35,202.83,one of the teens then just drops his mallet down while the [blank] other teens give each other high fives .,two
Lh3dhueuKmQ,0,145.4,a woman is putting [blank] paper on a wall .,wall
Lh3dhueuKmQ,29.81,145.4,she smooths the [blank] paper with her hands .,wall
Lh3dhueuKmQ,132.32,145.4,she is rolling the [blank] paper onto the wall .,wall
aSFtL7YEbDE,64.6,105.05,they hit the [blank] through the hoops with mallets .,balls
bTlfN4vJkiY,0,5.26,a young boy is wearing a [blank] and mowing a large yard .,bandana
nlXavqvgf6A,114.27,150.35,another [blank] is shown .,angle
ozkDsQ1UY1k,41.6,160.76,another man [blank] up with the pool stick to aim his shot and hits the [blank] .,balls
yw9W5dZ6T18,0,97.62,the man is standing in the [blank] .,kitchen
yw9W5dZ6T18,12.08,69.44,the ingredients on the counter are in [blank] containers .,white
fGMZvLvAMK4,25.82,87.55,"then , the man [blank] down the hill covered with snow .",ski
OSndW3d2XxU,3.14,4.95,"he then throws the [blank] as far as he can , but falls down .",ball
K8G5CBJtluY,1.74,8.36,"as he brings his elbows towards his knees , a loud [blank] can be heard as the man laughs , `` that hurt my ass .",crack
erevt6avST0,2.35,7.05,the [blank] front is shown to the door .,store
erevt6avST0,17.61,18.2,a man in the course is aiming his [blank] .,gun
erevt6avST0,18.2,48.14,the man at the counter is showing a particular [blank] .,gun
erevt6avST0,54.6,62.23,the man at the counter is still holding the [blank] talking .,gun
jHbf_E8aY1k,35.96,94.5,a [blank] is rising .,sun
jHbf_E8aY1k,35.96,94.5,"men are walking up a [blank] , pulling a [blank] , and reading a book .",rope
I9_eKiGZPxc,71.8,72.65,people that are sitting on an inflated boat raise their [blank] .,paddles
I9_eKiGZPxc,80.34,81.2,an inflated [blank] flips over .,boat
I9_eKiGZPxc,104.28,105.99,a guy gives the lady her white [blank] .,sandals
I9_eKiGZPxc,104.28,105.99,a guy gives the lady her [blank] sandals .,white
I9_eKiGZPxc,132.48,133.34,[blank] red team players chest bump .,two
I9_eKiGZPxc,132.48,133.34,two [blank] team players chest bump .,red
Z90-HZ_geSI,85.52,108.25,more [blank] are seen sitting in crates and barking at the camera while the wind blows on them .,dogs
_MYAaRrTeMQ,1.53,5.02,the man then swings the [blank] down and hits a log of wood still smiling at the camera .,axe
KgONRjXP8_Y,0,3.09,a person dips a [blank] brush into a pan .,paint
bzndhMU3izM,0,3.86,we we an [blank] screen for a product .,opening
bzndhMU3izM,52.11,101.32,the man reaches the [blank] and turns to finish the other side of the walkway .,house
bzndhMU3izM,167.89,192.98,we then see [blank] closing screens .,two
aWz9H0jTv3c,5.97,34.96,[blank] men are in an inside court .,two
feqYwvoENzk,35.17,84.75,she then plays the [blank] while smiling and the man continuing to watch her .,piano
O8vPTn6Ho7w,57.4,65.6,a man takes off in a [blank] kayak .,green
O8vPTn6Ho7w,57.4,65.6,a man takes off in a green [blank] .,kayak
O8vPTn6Ho7w,150.34,152.16,a man in a [blank] jacket is talking to the camera .,red
qX7UMKN6ygM,73.61,87.63,his final [blank] is saved once again by the keeper .,ball
Wr69bnB86d0,0,30.92,a man sits at a table and holds a [blank] which he presses it against the tabletop .,screwdriver
Wr69bnB86d0,54.23,74.68,the man holds up the [blank] with the hole facing upwards .,can
uZpVDAd7da8,2.89,22.25,the person is cutting [blank] with child proof scissors .,grass
hP8wUI0qdaQ,28.36,162.05,girl start doing exercise in the elliptical [blank] .,bicycle
jMQP5ePI4eQ,0,181.51,a man in a [blank] shirt is sitting down playing a guitar .,white
BfnM0eyjB5Q,119.73,133.65,she puts the new one on and then uses [blank] to tighten it back on .,tools
BfnM0eyjB5Q,133.65,151.28,she uses a [blank] to tighten the screws and adjust the level .,screwdriver
BfnM0eyjB5Q,151.28,181.91,she then shows another [blank] and demonstrates how to tighten the bolts to adjust the level of the saddle .,saddle
P1Ve5WrfTb8,0,12.63,a boy in grey throws a [blank] at a a kid on the other side of the court .,ball
P1Ve5WrfTb8,33.55,56.84,he throws the [blank] back at the other kid after landing .,ball
Cj3W6CW3Zbc,0,30.52,[blank] men are working on the roof of a house .,four
zNpILhjhFbQ,20.02,22.32,a [blank] is seen with a feather falling .,graphic
YVbMt3qsB3o,0,9.22,a chubby man is standing outside in a field and throws a yellow medicine [blank] demonstrating exercising to strengthen athletes for shot put .,ball
YVbMt3qsB3o,0,9.22,a chubby man is standing outside in a field and throws a [blank] medicine ball demonstrating exercising to strengthen athletes for shot put .,yellow
KiE-fFIz5ic,22.55,151.41,people are practicing [blank] vaulting on a blue mat .,pole
KiE-fFIz5ic,22.55,151.41,people are practicing pole vaulting on a [blank] mat .,blue
KiE-fFIz5ic,184.7,187.92,people are laying on a [blank] mat stretching .,blue
WJwLjPDvLrY,30.09,140.72,they lob the [blank] back and forth over the net .,ball
PiDMuIRtgZo,0,49.95,we see men playing hockey in an ice [blank] .,rink
-lJS58hyo1c,3.88,10.41,she bends down and grabs the [blank] .,pole
-lJS58hyo1c,31.94,34.77,the lady drops the [blank] and smiles .,barbell
KpoH4pBp9fg,14.49,31.22,she shows a [blank] cooling on a metal rack .,cake
ciS5DtShxA8,17.78,56.09,the young boy then reaches for his shin guard and puts it over his right leg and then folds his [blank] down over it .,sock
ciS5DtShxA8,151.85,228.46,"finally , he moves to his cleats and grabs a pair of [blank] adidas soccer cleats and ties them up .",orange
bBXbFpJMveI,29,40.42,we see [blank] men talking to each other .,two
bBXbFpJMveI,142.34,165.19,we see people riding and see a man ride a [blank] toy kids skateboard and the cameraman kicks it across the lot .,red
cHHVpBYfwdU,46.84,111.96,"the [blank] runs through different rooms of the house , then to the door and outside .",dog
cHHVpBYfwdU,198.78,228.49,"he returns home , and looks in his water [blank] .",bowl
VN-BUL75x5Y,33.4,63.28,the woman uses the [blank] to brush the dog while talking .,tool
VN-BUL75x5Y,63.87,72.66,the woman sets down the tool and pets the [blank] while talking to the camera .,dog
qJfhu80Ldgo,4.99,14.36,he throws the [blank] down .,bar
W5cGKWhOTOU,0,8.13,there are [blank] people at a store in a shoe section .,three
W5cGKWhOTOU,0,8.13,there are [blank] people on the ground trying on boots .,two
W5cGKWhOTOU,0,17.94,"the man on the ground removes his pink [blank] , throws it on the side and stands up smiling .",boot
W5cGKWhOTOU,7.11,30.13,"the girl grabs his pink [blank] , tries it on her right foot and sits there modeling it while talking to the people around her .",boot
W5cGKWhOTOU,30.13,57.89,"the girl then grabs the left [blank] , removes the stuff in it , tries it on and stands up to model them .",boot
wLcpMJv83XY,67.6,128.44,the man finally moves and throws the [blank] down the alley .,ball
-3Ss9jSRbKk,0,67.32,"a woman demonstrates how to do sit ups , in a gym [blank] , using a woman who is simulating the exercise as an example .",room
FayB7ZswnAw,0,9.96,[blank] men are standing in a court room playing squash .,two
FayB7ZswnAw,0,9.81,man is wearing [blank] shirt standing in a court room .,white
FayB7ZswnAw,0,9.81,man is wearing white shirt standing in a court [blank] .,room
bDkSq9T55RI,4.85,11.31,a man wearing a red [blank] is decorating a christmas [blank] .,tree
bDkSq9T55RI,4.85,11.31,a man wearing a [blank] shirt is decorating a christmas tree .,red
bDkSq9T55RI,11.31,19.8,he is using [blank] lights to wrap the tree around to decorate it .,white
bDkSq9T55RI,27.07,31.11,then he takes a gold colored garland and wraps the [blank] .,tree
nXD-q814KjI,0,19.45,a man uses a [blank] to spray something vertically on a wooden wall .,hose
AA46-AbEGdk,0,160.19,there 's a girl gymnast dressed in shiny [blank] leotards performing gymnastics on a horse bar in front of many spectators in a large gymnasium .,blue
p8tlnMtsTf8,0,40.63,a [blank] is seen driving over an ocean where people are seen surfing .,helicopter
aQQr1ad0v1I,0,188.99,a man is showing off his [blank] .,motorcycle
aQQr1ad0v1I,6.61,9.45,then he drives his [blank] on the track .,bicycle
Ye3u6ujLEl0,55.91,83.87,the swimmer pulls a muscle in the [blank] and jumps up onto the pool deck and stretches out his leg .,pool
Ye3u6ujLEl0,98.85,103.84,the athlete swims in a [blank] and pulls himself along with the float line .,lane
Ye3u6ujLEl0,141.78,153.76,the swimmer swims underwater and pushes off the [blank] floor .,pool
Ye3u6ujLEl0,177.73,189.71,the swimmer does a butterfly stroke in the pool [blank] .,lane
V1ntLwOfkyE,52.5,56.15,the gymnast jumps off the pummel [blank] .,horse
Xag8E74bkpw,2.03,64.07,a woman wearing a [blank] is seen sitting behind a large set of bongo drums .,hat
b-ex8bAnl5U,33.73,108.35,men are sittig in a blackjack table and are gambling in a [blank] and talking to each other while people is looking the game and walking around the table .,casino
Jb8YAhQ6EMk,0.54,51.71,a woman washes a [blank] with soapy water while standing with her back to the camera at the kitchen sink .,pot
csxC5H5uDb4,0,7.31,[blank] individuals are in room painting and doing redecorating .,two
csxC5H5uDb4,0,7.31,two individuals are in room [blank] and doing redecorating .,painting
02yDi9BaDO8,0,77.81,a woman in a [blank] shirt is standing in a room .,red
02yDi9BaDO8,0,77.81,a woman in a red shirt is standing in a [blank] .,room
02yDi9BaDO8,20.23,77.81,she starts working out on a [blank] mat .,blue
-zHX3Gdx6I4,14.35,16.61,the boy lands on his back on to a [blank] mat .,red
4IRb308UjTA,14.9,17.03,she gets a spare [blank] out and sets it on the ground .,tire
4IRb308UjTA,36.49,45,she puts the new [blank] on .,tire
mbGDPga031E,117.33,124.84,a person observes when people plays shuffleboard in the [blank] .,street
K-PpTJmmjhA,1.04,16.68,an old woman talks in a costume [blank] .,shop
K-PpTJmmjhA,204.39,208.56,"next , the woman shows the ironed [blank] .",garment
cHdZ_dBVgDE,0,19.09,a man and a woman dressed in black and red [blank] in the middle of a room surrounded by a very large amount of people sitting and watching them .,stand
WvpiEwrWmWE,45.86,105.31,"then , she takes another rod to perform and spins at the same time the [blank] .",rods
WvpiEwrWmWE,105.31,169.85,"after , the cheerleader put [blank] rod on the floor and continue performing only with one rod .",one
Bhz-WgJH8R0,19.06,34.52,they split again to make [blank] different lines .,four
E1b_DF716Q4,47.39,140.39,two hand pulls a [blank] through next to her .,tube
E1b_DF716Q4,47.39,140.39,[blank] hand pulls a tube through next to her .,two
7hRls13HJow,6.63,55,a small girl is washing the [blank] with a mop and talking to the camera man .,floor
Ax8GCogz6Yg,10.83,17.72,[blank] person is shown doing a set of jump rope tricks .,one
Ax8GCogz6Yg,17.72,35.45,[blank] people are then shown doing more jump rope tricks .,two
Ax8GCogz6Yg,35.45,44.31,"next , [blank] people are shown doing jump rope tricks in the gymnasium .",four
ANuV_fDgI54,0,4.47,we see a red [blank] screen .,opening
ANuV_fDgI54,182.03,223.35,the camera [blank] changes .,angle
dzsSiqXxfpw,0,28.12,a man is seen lecturing a crowd while holding several [blank] frisbees in his hand .,green
dzsSiqXxfpw,29.68,31.24,a [blank] runs out on the stage to him .,dog
dzsSiqXxfpw,76.55,86.7,at one point the [blank] starts to jump off the mans back as he chases after frisbees .,dog
HysxcMFrTkc,14.12,42.35,we then see a woman holding a [blank] in the center and many women alongside her as they jump on a massive jumprope .,flag
FI_1dsErIXE,0,10.61,a man holds a yellow [blank] as he clears a wood board .,canister
FI_1dsErIXE,0,10.61,a man holds a [blank] canister as he clears a wood board .,yellow
FI_1dsErIXE,11.37,15.16,he sprays the wood with the [blank] canister .,yellow
c6Cbq-WNq9M,176.39,192.77,"the company [blank] is then shown on the step , surrounded by leaves .",hat
mb2fWzNSob0,10.05,71.34,[blank] men are supervising the bullfighting .,three
mb2fWzNSob0,40.19,83.39,the other man pulled the [blank] off of his truck .,bull
mb2fWzNSob0,40.19,83.39,the [blank] are tied on a poles .,bull
mb2fWzNSob0,82.39,163.77,[blank] men are holding each end of the rope as the black bull stumped on the ground .,two
mb2fWzNSob0,82.39,163.77,two men are holding each end of the rope as the [blank] bull stumped on the ground .,black
NzMZlzy5Q9A,0,100.1,[blank] sumo wrestlers are shown in a ring as spectators and a referee watch .,two
NzMZlzy5Q9A,14.01,19.02,they briefly wrestle while [blank] man gets thrown out of the ring .,one
bH7ORYDcI7A,17.13,21.89,a black and white [blank] is standing near the main door of a house as he listens to the sound of helicopter .,dog
bH7ORYDcI7A,21.89,51.4,main [blank] then opens .,door
bH7ORYDcI7A,21.89,51.4,the [blank] steps back .,dog
bH7ORYDcI7A,51.4,87.57,there are [blank] dog trainers in an enclosed room training a dog to jump and catch several frisbee .,two
bH7ORYDcI7A,87.57,114.23,the [blank] jumps and fetches it for him .,dog
7VbXyfF3kEw,0,20.65,[blank] women wearing matching outfits are on their microphones and kind of half watching a boy play with a rubix cube .,two
7VbXyfF3kEw,19.96,50.93,the boy is solving the [blank] pretty quickly .,cube
7VbXyfF3kEw,89.47,137.65,another boy in a [blank] shirt come up and starts to solve it and when he does the girls give hime a prize .,blue
7lwrP2ma2TU,0,17.89,a person observes an old samurai [blank] .,temple
7lwrP2ma2TU,93.5,101.58,"three small [blank] are fix on the ground , suddenly and arrow hits one board .",boards
7lwrP2ma2TU,93.5,101.58,"[blank] small boards are fix on the ground , suddenly and arrow hits one board .",three
7lwrP2ma2TU,101.58,110.81,a old man gives a white [blank] to a man dressed in white clothes .,box
7lwrP2ma2TU,101.58,110.81,"people gather on a road , then a old man gives a [blank] box to a man dressed in white clothes .",white
7lwrP2ma2TU,101.58,110.81,"people gather on a road , then a old man gives a white box to a man dressed in [blank] clothes .",white
